1;2;3;4;5;6;7;8;9;10;11;12;13;14
16 015;Дзета;32096058;М;30.06.1979;;;16.12.2005;13.04;13.04;13.04;16111.00;49652.00;Рабочие
16 016;Дзета;32096061;М;21.12.1984;;;27.12.2005;13.01;13.01;13.01;18213.00;52620.00;Специалисты и служащие
16 017;Дзета;32096066;М;26.10.1982;;;19.07.2006;12.46;12.46;12.46;25865.00;65002.00;Руководители
16 018;Дзета;32096067;Ж;26.01.1972;;;26.07.2006;12.43;12.43;12.43;16111.00;46724.00;Рабочие
16 019;Дзета;32096069;М;04.03.1977;;;20.04.2007;11.7;11.7;11.7;18075.00;40219.00;Специалисты и служащие
16 020;Дзета;32096070;М;30.10.1983;;;01.06.2007;11.59;11.59;11.59;18474.00;50915.00;Рабочие
16 021;Дзета;32096071;Ж;31.03.1970;;;01.11.2007;11.17;11.17;11.17;16111.00;44931.00;Рабочие
16 022;Дзета;32096072;М;18.01.1978;;;01.07.2008;10.5;10.5;10.5;16111.00;45124.00;Рабочие
16 023;Дзета;32096073;М;28.12.1980;;;19.08.2008;10.36;10.36;10.36;16111.00;50360.00;Рабочие
16 024;Дзета;32096074;М;27.02.1978;;;19.11.2008;10.12;10.12;10.12;16111.00;43994.00;Рабочие
16 025;Дзета;32096076;М;02.05.1985;;;29.12.2009;9.01;9.01;9.01;16111.00;45087.00;Рабочие
16 026;Дзета;32096081;М;27.05.1979;;;01.01.2010;9;9.46;9.46;19691.00;44966.00;Руководители
16 027;Дзета;32096082;М;19.06.1980;;;01.01.2010;9;9.29;9.29;14075.00;31197.00;Рабочие
16 028;Дзета;32096085;М;14.03.1966;;;01.01.2010;11.62;25.55;25.55;16111.00;33921.00;Рабочие
16 029;Дзета;32096086;М;11.06.1979;;;01.01.2010;9.54;11.15;11.15;14075.00;33404.00;Рабочие
16 030;Дзета;32096088;М;29.11.1961;;;01.01.2010;9;16.24;16.24;16111.00;38604.00;Рабочие
16 031;Дзета;32096091;М;14.03.1971;;;01.01.2010;9;25.71;25.71;25931.00;62266.00;Руководители
16 032;Дзета;32096093;М;03.03.1986;;;01.01.2010;9;10.01;10.01;18474.00;45339.00;Рабочие
16 033;Дзета;32096094;М;12.10.1987;;;01.01.2010;9;10.04;10.04;20529.00;47889.00;Специалисты и служащие
16 034;Дзета;32096095;М;18.04.1988;;;01.01.2010;9;9;9;16111.00;32663.00;Рабочие
16 035;Дзета;32096100;М;30.12.1968;;;01.01.2010;14.64;28.48;28.48;19691.00;45338.00;Руководители
16 036;Дзета;32096101;М;03.08.1968;;;01.01.2010;11.5;29.93;29.93;22811.00;56646.00;Руководители
16 037;Дзета;32096102;М;05.06.1975;;;01.01.2010;11.11;24.01;24.01;16111.00;44952.00;Рабочие
16 038;Дзета;32096103;М;18.12.1981;;;01.01.2010;11.49;14.36;14.36;27408.00;62725.00;Специалисты и служащие
16 039;Дзета;32096111;М;08.05.1982;;;01.01.2010;9.81;11.45;11.45;22370.00;45909.00;Специалисты и служащие
16 040;Дзета;32096112;М;12.07.1956;;;01.01.2010;11.34;27.44;27.44;22811.00;53885.00;Руководители
16 041;Дзета;32096114;М;21.02.1983;;;01.01.2010;11.34;12.98;12.98;21246.00;46655.00;Специалисты и служащие
16 042;Дзета;32096116;М;18.05.1984;;;01.01.2010;9.01;10.41;10.41;20143.00;45950.00;Специалисты и служащие
16 043;Дзета;32096118;М;23.05.1970;;;01.01.2010;11.48;27.41;27.41;22370.00;54620.00;Специалисты и служащие
16 044;Дзета;32096119;Ж;13.06.1964;;;01.01.2010;11.42;32.41;32.41;23549.00;51413.00;Специалисты и служащие
16 045;Дзета;32096121;Ж;28.08.1982;;;01.01.2010;10.74;14.64;14.64;12558.00;28714.00;Специалисты и служащие
16 046;Дзета;32096122;М;21.07.1974;;;01.01.2010;9.01;10.33;10.33;26648.00;68945.00;Руководители
16 047;Дзета;32096125;М;04.10.1968;;;04.05.2010;8.66;8.66;8.66;21344.00;53294.00;Руководители
16 048;Дзета;32096126;М;25.02.1990;;;28.06.2010;8.51;8.51;8.51;16111.00;38047.00;Рабочие
16 049;Дзета;32096128;М;14.10.1987;;;11.08.2010;8.39;8.39;8.39;14075.00;29961.00;Рабочие
16 050;Дзета;32096134;Ж;14.07.1982;;;15.09.2010;8.3;8.3;8.3;10981.00;24279.00;Специалисты и служащие
16 051;Дзета;32096135;М;13.08.1985;;;10.11.2010;9.87;11.5;11.5;19691.00;43687.00;Руководители
16 052;Дзета;32096139;М;19.12.1961;;;24.12.2010;8.02;8.02;8.02;16111.00;34295.00;Рабочие
16 053;Дзета;32096140;М;20.11.1986;;;01.04.2011;7.75;7.75;7.75;18474.00;39139.00;Рабочие
16 054;Дзета;32096141;М;12.02.1985;;;11.04.2011;7.72;7.72;7.72;16111.00;47841.00;Рабочие
16 055;Дзета;32096142;М;05.10.1988;;;25.04.2011;7.68;7.68;7.68;14075.00;29124.00;Рабочие
16 056;Дзета;32096144;М;04.03.1981;;;01.07.2011;7.5;7.5;7.5;16505.00;30975.00;Специалисты и служащие
16 057;Дзета;32096145;М;29.11.1987;;;20.07.2011;7.45;7.45;7.45;14075.00;30694.00;Рабочие
16 058;Дзета;32096150;М;16.09.1985;;;14.11.2011;7.13;7.13;7.13;16111.00;49022.00;Рабочие
16 059;Дзета;32096151;М;08.02.1991;;;12.01.2012;6.97;6.97;6.97;16111.00;43695.00;Рабочие
16 060;Дзета;32096152;М;21.11.1988;;;13.02.2012;6.89;6.89;6.89;16111.00;41622.00;Рабочие
16 061;Дзета;32096155;М;17.11.1986;;;13.11.2012;6.14;6.14;6.14;16111.00;32426.00;Рабочие
16 062;Дзета;32096159;М;29.09.1983;;;17.06.2013;5.53;5.53;5.53;20154.00;50685.00;Специалисты и служащие
16 063;Дзета;32096160;М;09.12.1979;;;01.08.2014;4.42;18.95;18.95;27673.00;67316.00;Руководители
16 064;Дзета;32096163;М;05.02.1994;;;01.10.2014;4.25;4.25;4.25;14075.00;32018.00;Рабочие
16 065;Дзета;32096164;М;30.07.1989;;;01.09.2017;2.18;2.18;2.18;14075.00;24229.00;Рабочие
16 066;Дзета;32096165;М;21.10.1990;;;27.10.2014;4.18;4.18;4.18;14075.00;29374.00;Рабочие
16 067;Дзета;32096166;М;04.04.1984;;;05.11.2014;9.91;9.91;9.91;18213.00;50991.00;Специалисты и служащие
16 068;Дзета;32096167;М;12.09.1985;;;05.11.2014;4.16;4.16;4.16;16111.00;43721.00;Рабочие
16 069;Дзета;32096168;М;29.09.1960;;;12.11.2014;4.14;10.25;10.25;16111.00;48069.00;Рабочие
16 070;Дзета;32096169;М;05.11.1992;;;17.11.2014;4.12;4.12;4.12;14075.00;30172.00;Рабочие
16 071;Дзета;32096172;М;30.07.1988;;;24.12.2014;4.02;4.02;4.02;16111.00;36617.00;Рабочие
16 072;Дзета;32096175;М;10.10.1991;;;10.03.2015;3.81;3.81;3.81;16111.00;44854.00;Рабочие
16 073;Дзета;32096177;М;18.12.1995;;;07.09.2015;3.32;3.32;3.32;12319.00;22371.00;Рабочие
16 074;Дзета;32096179;М;18.03.1989;;;05.11.2015;3.16;3.16;3.16;14075.00;27649.00;Рабочие
16 075;Дзета;32096180;М;17.06.1988;;;16.11.2015;3.13;3.13;3.13;16111.00;25909.00;Рабочие
16 076;Дзета;32096182;М;28.08.1989;;;22.01.2016;2.94;2.94;2.94;12319.00;22448.00;Рабочие
16 077;Дзета;32096183;М;25.02.1987;;;08.02.2016;2.9;2.9;2.9;18213.00;40793.00;Специалисты и служащие
16 078;Дзета;32096185;М;10.10.1987;;;13.09.2016;2.3;9.31;9.31;16111.00;32518.00;Рабочие
16 079;Дзета;32096186;М;21.12.1976;;;21.10.2016;2.19;2.19;2.19;16111.00;33806.00;Рабочие
16 080;Дзета;32096188;М;03.06.1985;;;14.03.2018;0.8;0.8;0.8;20143.00;37514.00;Специалисты и служащие
16 081;Дзета;32096189;М;16.03.1971;;;04.05.2018;0.66;0.66;0.66;14075.00;29158.00;Рабочие
16 082;Дзета;32096190;М;19.12.1984;;;09.07.2018;0.48;0.48;0.48;14075.00;32043.00;Рабочие
16 083;Дзета;32096191;М;10.04.1981;;;17.07.2018;0.46;0.46;0.46;14636.00;24155.00;Специалисты и служащие
16 084;Дзета;32096192;М;24.04.1996;;;21.08.2018;0.36;0.36;0.36;14075.00;20987.00;Рабочие
16 085;Дзета;32096193;М;27.12.1996;;;03.09.2018;0.33;0.33;0.33;12319.00;16401.00;Рабочие
16 086;Дзета;32097051;Ж;17.10.1975;;;22.10.2015;8.43;8.43;8.43;18213.00;44116.00;Специалисты и служащие
16 087;Дзета;33000001;М;09.01.1961;;;09.09.2002;16.32;32.42;32.42;38193.00;90593.00;Руководители
16 088;Дзета;33000002;Ж;15.12.1964;;;25.09.2002;16.28;30.37;30.37;34564.00;80735.00;Руководители
16 089;Дзета;33000028;М;06.11.1958;;;25.09.2002;16.28;29.42;29.42;16111.00;49150.00;Рабочие
16 090;Дзета;33000039;М;01.04.1962;;;25.09.2002;16.28;22.01;22.01;25975.00;61511.00;Специалисты и служащие
16 091;Дзета;33000049;Ж;21.04.1971;;;25.09.2002;16.28;26.69;26.69;18213.00;41650.00;Специалисты и служащие
16 092;Дзета;33000051;М;27.06.1975;;;25.09.2002;16.28;21.48;21.48;29184.00;72513.00;Руководители
16 093;Дзета;33000119;Ж;16.11.1966;;;25.09.2002;16.28;25.57;25.57;18213.00;42954.00;Специалисты и служащие
16 094;Дзета;33000120;М;23.06.1967;;;25.09.2002;16.27;28.28;28.28;18213.00;60280.00;Специалисты и служащие
16 095;Дзета;33000122;М;12.04.1962;;;25.09.2002;16.27;29.36;29.36;18213.00;55053.00;Специалисты и служащие
16 096;Дзета;33000123;М;21.01.1966;;;25.09.2002;16.27;25.17;25.17;18213.00;52458.00;Специалисты и служащие
16 097;Дзета;33000129;М;12.09.1960;;;25.09.2002;16.27;26.84;26.84;16111.00;49746.00;Рабочие
16 098;Дзета;33000130;М;26.09.1973;;;25.09.2002;16.28;22.36;22.36;23781.00;69221.00;Специалисты и служащие
16 099;Дзета;33000141;М;02.11.1971;;;25.09.2002;16.27;26.58;26.58;18213.00;54672.00;Специалисты и служащие
16 100;Дзета;33000156;М;26.12.1963;;;25.09.2002;16.27;23.84;23.84;18213.00;55200.00;Специалисты и служащие
16 101;Дзета;33000157;М;13.07.1972;;;25.09.2002;16.27;25.48;25.48;18213.00;60053.00;Специалисты и служащие
16 102;Дзета;33000159;Ж;19.11.1963;;;25.09.2002;16.27;32.38;32.38;16111.00;55533.00;Рабочие
16 103;Дзета;33000204;М;12.07.1961;;;25.09.2002;16.27;33.88;33.88;26614.00;58223.00;Руководители
16 104;Дзета;33000206;М;28.05.1960;;;25.09.2002;16.28;36.21;36.21;22833.00;54865.00;Специалисты и служащие
16 105;Дзета;33000209;М;12.07.1962;;;25.09.2002;16.27;28.37;28.37;18213.00;50571.00;Специалисты и служащие
16 106;Дзета;33000219;М;01.02.1968;;;25.09.2002;16.27;22.41;22.41;18213.00;52347.00;Специалисты и служащие
16 107;Дзета;33000244;М;22.06.1973;;;25.09.2002;16.27;22.89;22.89;18213.00;51385.00;Специалисты и служащие
16 108;Дзета;33000262;М;01.06.1959;;;25.09.2002;16.27;19.59;19.59;16111.00;45432.00;Рабочие
16 109;Дзета;33000264;М;23.06.1959;;;25.09.2002;16.27;22.37;22.37;18213.00;47893.00;Специалисты и служащие
16 110;Дзета;33000272;Ж;27.05.1969;;;25.09.2002;16.28;29.97;29.97;18213.00;50884.00;Специалисты и служащие
16 111;Дзета;33000273;М;02.09.1972;;;25.09.2002;16.27;25.42;25.42;18213.00;50900.00;Специалисты и служащие
16 112;Дзета;33000291;М;09.12.1962;;;25.09.2002;16.27;32.49;32.49;26614.00;59149.00;Руководители
16 113;Дзета;33000292;М;30.01.1968;;;25.09.2002;16.27;22.99;22.99;18213.00;51771.00;Специалисты и служащие
16 114;Дзета;33000293;М;15.01.1969;;;25.09.2002;16.27;27.94;27.94;22833.00;58934.00;Специалисты и служащие
16 115;Дзета;33000294;М;13.03.1970;;;25.09.2002;16.27;24.94;24.94;18213.00;51955.00;Специалисты и служащие
16 116;Дзета;33000299;Ж;08.10.1963;;;25.09.2002;16.27;30.26;30.26;16111.00;41446.00;Рабочие
16 117;Дзета;33000301;М;29.04.1969;;;25.09.2002;16.27;22.28;22.28;18213.00;54174.00;Специалисты и служащие
16 118;Дзета;33000317;М;02.05.1971;;;25.09.2002;16.27;26.68;26.68;18213.00;57395.00;Специалисты и служащие
16 119;Дзета;33000318;М;04.01.1964;;;25.09.2002;16.27;26.34;26.34;18213.00;53449.00;Специалисты и служащие
16 120;Дзета;33000320;М;06.06.1977;;;25.09.2002;16.27;23.43;23.43;18213.00;54377.00;Специалисты и служащие
16 121;Дзета;33000325;Ж;04.08.1971;;;25.09.2002;16.28;24.18;24.18;22833.00;52639.00;Специалисты и служащие
16 122;Дзета;33000366;М;06.07.1964;;;25.09.2002;16.27;21.72;21.72;27607.00;57795.00;Руководители
16 123;Дзета;33000368;Ж;29.07.1973;;;25.09.2002;16.27;22.31;22.31;14156.00;31036.00;Специалисты и служащие
16 124;Дзета;33000380;М;27.11.1960;;;25.09.2002;16.28;26.98;26.98;14075.00;31515.00;Рабочие
16 125;Дзета;33000381;М;26.04.1968;;;25.09.2002;16.27;29.42;29.42;22833.00;64472.00;Специалисты и служащие
16 126;Дзета;33000396;М;21.01.1974;;;25.09.2002;16.27;18.59;18.59;18213.00;51806.00;Специалисты и служащие
16 127;Дзета;33000408;М;29.05.1970;;;25.09.2002;16.27;25.47;25.47;18213.00;49646.00;Специалисты и служащие
16 128;Дзета;33000409;М;26.04.1966;;;25.09.2002;16.28;21.89;21.89;16111.00;45839.00;Рабочие
16 129;Дзета;33000410;М;25.11.1965;;;25.09.2002;16.27;30.28;30.28;18213.00;48098.00;Специалисты и служащие
16 130;Дзета;33000420;М;30.03.1970;;;30.09.2002;16.26;24.44;24.44;26636.00;61666.00;Специалисты и служащие
16 131;Дзета;33000456;М;20.10.1958;;;01.10.2002;16.25;25.69;25.69;18213.00;54576.00;Специалисты и служащие
16 132;Дзета;33000466;Ж;12.11.1975;;;01.10.2002;16.25;22.16;22.16;14156.00;31768.00;Специалисты и служащие
16 133;Дзета;33000467;М;07.05.1963;;;01.10.2002;16.25;33.1;33.1;18213.00;55399.00;Специалисты и служащие
16 134;Дзета;33000474;М;28.03.1970;;;01.10.2002;16.25;23.54;23.54;18213.00;51589.00;Специалисты и служащие
16 135;Дзета;33000485;М;01.04.1979;;;04.10.2002;16.25;16.41;16.41;18213.00;60549.00;Специалисты и служащие
16 136;Дзета;33000493;М;05.11.1969;;;17.10.2002;16.21;16.21;16.21;16111.00;46936.00;Рабочие
16 137;Дзета;33000497;Ж;20.01.1965;;;30.10.2002;16.18;16.18;16.18;20143.00;46197.00;Специалисты и служащие
16 138;Дзета;33000498;М;01.04.1965;;;01.11.2002;16.17;16.17;16.17;18213.00;29801.00;Специалисты и служащие
16 139;Дзета;33000511;М;25.09.1977;;;21.02.2003;15.87;15.87;15.87;18213.00;57253.00;Специалисты и служащие
16 140;Дзета;33000521;Ж;04.12.1973;;;01.04.2003;15.76;26.21;26.21;22833.00;53551.00;Специалисты и служащие
16 141;Дзета;33000535;М;22.07.1979;;;19.08.2003;15.38;15.38;15.38;22833.00;64420.00;Специалисты и служащие
16 142;Дзета;33000542;Ж;17.07.1974;;;27.10.2003;15.19;15.19;15.19;22833.00;52189.00;Специалисты и служащие
16 143;Дзета;33000547;М;25.01.1967;;;12.02.2004;14.89;19.53;19.53;16111.00;45100.00;Рабочие
16 144;Дзета;33000562;М;10.12.1967;;;15.09.2004;14.3;18.03;18.03;16111.00;44756.00;Рабочие
16 145;Дзета;33000581;М;13.07.1980;;;21.04.2005;13.7;14.73;14.73;29184.00;63143.00;Руководители
16 146;Дзета;33000604;М;18.10.1971;;;01.12.2005;13.09;24.05;24.05;29184.00;69051.00;Руководители
16 147;Дзета;33000613;Ж;25.03.1978;;;04.04.2006;12.74;12.74;12.74;18213.00;40184.00;Специалисты и служащие
16 148;Дзета;33000619;М;27.06.1975;;;01.08.2006;12.42;12.42;12.42;16111.00;44418.00;Рабочие
16 149;Дзета;33000622;М;19.06.1969;;;05.09.2006;12.33;13.22;13.22;16111.00;46448.00;Рабочие
16 150;Дзета;33000626;М;04.08.1982;;;07.11.2006;12.15;12.47;12.47;22833.00;53802.00;Специалисты и служащие
16 151;Дзета;33000627;Ж;28.06.1975;;;09.01.2007;11.98;11.98;11.98;20143.00;45416.00;Специалисты и служащие
16 152;Дзета;33000629;М;02.03.1978;;;01.03.2007;11.84;11.84;11.84;22966.00;54239.00;Специалисты и служащие
16 153;Дзета;33000635;М;05.02.1981;;;12.07.2007;12.21;15.49;15.49;18213.00;51316.00;Специалисты и служащие
16 154;Дзета;33000637;М;03.02.1985;;;01.08.2007;11.42;11.42;11.42;104000.00;137781.00;Руководители
16 155;Дзета;33000639;Ж;30.04.1984;;;27.09.2007;11.27;11.27;11.27;18798.00;41834.00;Специалисты и служащие
16 156;Дзета;33000640;М;28.09.1971;;;11.10.2007;11.23;11.23;11.23;18213.00;50579.00;Специалисты и служащие
16 157;Дзета;33000643;М;02.01.1984;;;24.01.2008;10.94;10.94;10.94;16111.00;44217.00;Рабочие
16 158;Дзета;33003003;М;11.11.1963;;;01.09.2005;13.34;21.72;21.72;16111.00;48693.00;Рабочие
16 159;Дзета;33003006;М;30.11.1963;;;01.09.2005;13.34;23.46;23.46;16111.00;48424.00;Рабочие
16 160;Дзета;33003013;Ж;19.03.1976;;;01.09.2005;13.34;23.37;23.37;14075.00;45666.00;Рабочие
16 161;Дзета;33003016;Ж;09.02.1964;;;01.09.2005;13.34;35.15;35.15;14075.00;45767.00;Рабочие
16 162;Дзета;33003018;М;08.04.1965;;;01.09.2005;13.34;19.38;19.38;16111.00;48578.00;Рабочие
16 163;Дзета;33003023;М;08.03.1960;;;01.09.2005;13.34;23.64;23.64;14075.00;42031.00;Рабочие
16 164;Дзета;33003024;М;27.02.1960;;;01.09.2005;13.34;21.66;21.66;14075.00;39988.00;Рабочие
16 165;Дзета;33003031;М;28.01.1959;;;01.09.2005;13.34;21.58;21.58;14075.00;43874.00;Рабочие
16 166;Дзета;33003034;М;28.10.1975;;;01.09.2005;13.34;18.43;18.43;14075.00;40068.00;Рабочие
16 167;Дзета;33003035;М;19.04.1957;срочник;;23.10.2018;13.29;23.96;23.96;12319.00;26062.00;Рабочие
16 168;Дзета;33003067;Ж;18.11.1982;;;11.01.2016;13.22;13.22;13.22;18213.00;55516.00;Специалисты и служащие
16 169;Дзета;33003075;М;04.05.1980;;;26.09.2005;13.27;13.27;13.27;14075.00;38694.00;Рабочие
16 170;Дзета;33003082;М;01.06.1981;;;03.10.2005;13.25;13.52;13.52;14075.00;38045.00;Рабочие
16 171;Дзета;33003084;М;20.01.1960;;;03.10.2005;13.25;13.25;13.25;12319.00;27652.00;Рабочие
16 172;Дзета;33003095;М;12.09.1982;;;03.10.2005;13.25;14.33;14.33;14075.00;35541.00;Рабочие
16 173;Дзета;33003101;Ж;08.01.1975;;;14.10.2005;13.23;13.23;13.23;14075.00;41183.00;Рабочие
16 174;Дзета;33003104;М;26.07.1982;;;16.07.2018;12.25;12.25;12.25;16033.00;26423.00;Специалисты и служащие
16 175;Дзета;33003120;М;15.03.1970;;;01.12.2005;13.09;13.09;13.09;12319.00;27021.00;Рабочие
16 176;Дзета;33003134;М;23.05.1978;;;06.06.2006;12.57;17.96;17.96;16111.00;48016.00;Рабочие
16 177;Дзета;33003137;Ж;08.08.1977;;;18.08.2006;12.38;12.38;12.38;23781.00;67838.00;Специалисты и служащие
16 178;Дзета;33003138;М;30.09.1970;;;17.01.2018;12.27;12.27;12.27;14075.00;39112.00;Рабочие
16 179;Дзета;33003139;М;28.07.1977;;;21.05.2018;0.61;0.61;0.61;25975.00;53168.00;Руководители
16 180;Дзета;33003141;М;04.11.1980;;;15.06.2007;11.55;11.55;11.55;16111.00;43446.00;Рабочие
16 181;Дзета;33005035;М;21.02.1961;;;09.11.2007;11.15;21.13;21.13;16111.00;44192.00;Рабочие
16 182;Дзета;33005100;М;10.07.1989;;;02.12.2011;7.08;7.08;7.08;12319.00;40537.00;Рабочие
16 183;Дзета;33005109;М;19.09.1984;;;03.03.2008;10.84;11.62;11.62;18213.00;47901.00;Специалисты и служащие
16 184;Дзета;33005110;Ж;05.01.1982;;;05.03.2008;10.83;10.83;10.83;18213.00;34812.00;Специалисты и служащие
16 185;Дзета;33005112;Ж;27.03.1986;;;17.03.2008;10.79;10.79;10.79;0.00;38149.00;Специалисты и служащие
16 186;Дзета;33005113;М;03.10.1985;;;17.03.2008;10.79;10.79;10.79;25568.00;57882.00;Специалисты и служащие
16 187;Дзета;33005171;М;06.06.1986;;;02.02.2017;6.05;10.65;10.65;34564.00;44534.00;Руководители
16 188;Дзета;33005175;М;23.06.1974;;;21.05.2008;10.61;10.61;10.61;25975.00;49611.00;Руководители
16 189;Дзета;33005178;Ж;20.02.1964;;;10.06.2008;10.56;11.79;11.79;16111.00;45078.00;Рабочие
16 190;Дзета;33005182;М;11.02.1986;;;02.07.2008;10.5;10.5;10.5;22811.00;51159.00;Руководители
16 191;Дзета;33005186;М;10.07.1979;;;05.08.2008;13.28;13.51;13.51;18213.00;50539.00;Специалисты и служащие
16 192;Дзета;33005191;М;28.06.1984;;;25.08.2008;10.35;10.35;10.35;21576.00;49210.00;Специалисты и служащие
16 193;Дзета;33005193;Ж;29.01.1987;;;04.07.2013;10.34;10.34;10.34;17464.00;18320.00;Специалисты и служащие
16 194;Дзета;33005195;Ж;28.07.1963;;;16.09.2008;10.29;12.18;12.18;16111.00;40998.00;Рабочие
16 195;Дзета;33005200;М;12.08.1962;;;29.09.2008;10.26;10.26;10.26;12319.00;24919.00;Рабочие
16 196;Дзета;33005201;М;31.07.1983;;;30.09.2008;10.26;10.26;10.26;20143.00;45734.00;Специалисты и служащие
16 197;Дзета;33005207;М;31.05.1975;;;01.09.2008;16.27;21.89;21.89;12319.00;42070.00;Рабочие
16 198;Дзета;33005209;М;17.01.1960;;;01.09.2008;13.8;13.96;13.96;12319.00;34984.00;Рабочие
16 199;Дзета;33005212;М;23.04.1966;;;06.10.2008;10.24;10.24;10.24;12319.00;32018.00;Рабочие
16 200;Дзета;33005218;М;04.09.1973;;;27.10.2008;10.18;10.18;10.18;20143.00;43855.00;Специалисты и служащие
16 201;Дзета;33005219;М;27.08.1985;;;01.11.2008;10.17;10.17;10.17;20143.00;41770.00;Специалисты и служащие
16 202;Дзета;33005221;М;20.08.1974;;;01.12.2008;10.09;10.98;10.98;18213.00;52136.00;Специалисты и служащие
16 203;Дзета;33005222;М;13.12.1985;;;05.12.2008;10.08;10.08;10.08;26636.00;48870.00;Специалисты и служащие
16 204;Дзета;33005239;М;12.02.1973;;;15.01.2009;9.96;9.96;9.96;14075.00;38054.00;Рабочие
16 205;Дзета;33005240;М;16.11.1980;;;21.01.2009;9.95;9.95;9.95;16111.00;45443.00;Рабочие
16 206;Дзета;33005244;М;27.09.1975;;;23.03.2009;9.78;9.78;9.78;22833.00;33611.00;Специалисты и служащие
16 207;Дзета;33005249;М;23.06.1986;;;14.07.2009;9.47;9.47;9.47;14075.00;39256.00;Рабочие
16 208;Дзета;33005253;М;09.10.1967;;;27.08.2009;14.98;23.75;23.75;22811.00;53071.00;Руководители
16 209;Дзета;33005254;М;19.06.1970;;;01.09.2009;14.95;19.94;19.94;16111.00;48143.00;Рабочие
16 210;Дзета;33005257;Ж;29.08.1985;;;10.09.2009;9.31;9.31;9.31;18213.00;41101.00;Специалисты и служащие
16 211;Дзета;33005259;М;21.07.1975;;;10.09.2009;9.78;17.64;17.64;22833.00;49343.00;Специалисты и служащие
16 212;Дзета;33005264;М;27.03.1973;;;18.09.2009;12.28;23.27;23.27;40352.00;100058.00;Руководители
16 213;Дзета;33005266;Ж;30.03.1977;;;23.09.2009;16.26;19.09;19.09;22966.00;53473.00;Специалисты и служащие
16 214;Дзета;33005268;М;21.10.1984;;;14.08.2017;1.38;1.38;1.38;18310.00;43272.00;Специалисты и служащие
16 215;Дзета;33005269;Ж;19.06.1987;;;07.12.2009;9.08;9.08;9.08;0.00;29231.00;Специалисты и служащие
16 216;Дзета;33005270;М;27.06.1962;;;02.11.2009;9.17;9.17;9.17;22833.00;50154.00;Специалисты и служащие
16 217;Дзета;33005272;М;30.12.1970;;;23.11.2009;9.11;9.11;9.11;18213.00;47619.00;Специалисты и служащие
16 218;Дзета;33005275;Ж;08.02.1976;;;01.01.2010;9;9;9;20143.00;44767.00;Специалисты и служащие
16 219;Дзета;33005277;Ж;19.06.1964;;;01.01.2010;14.64;21.96;21.96;29184.00;70944.00;Руководители
16 220;Дзета;33005278;Ж;18.03.1976;;;01.01.2010;9.02;9;9;18213.00;40767.00;Специалисты и служащие
16 221;Дзета;33005282;Ж;29.06.1978;;;01.01.2010;10.84;15.29;15.29;0.00;21357.00;Специалисты и служащие
16 222;Дзета;33005283;Ж;21.03.1967;;;14.03.2011;8.79;8.79;8.79;22833.00;43561.00;Специалисты и служащие
16 223;Дзета;33005294;М;11.01.1971;;;01.01.2010;10.16;10.16;10.16;26636.00;58604.00;Специалисты и служащие
16 224;Дзета;33005295;М;21.10.1969;;;03.08.2015;14.63;26.28;26.28;18213.00;39889.00;Специалисты и служащие
16 225;Дзета;33005296;М;17.01.1959;;;01.01.2010;14.63;28.78;28.78;20143.00;45243.00;Специалисты и служащие
16 226;Дзета;33005300;М;27.04.1974;;;01.01.2010;13.81;13.81;13.81;16111.00;41826.00;Рабочие
16 227;Дзета;33005301;Ж;25.04.1978;;;01.01.2010;9;10.54;10.54;12319.00;18364.00;Рабочие
16 228;Дзета;33005304;М;10.08.1962;;;01.01.2010;14.63;24.21;24.21;20209.00;43569.00;Руководители
16 229;Дзета;33005312;М;06.08.1973;;;01.01.2010;14.64;16.55;16.55;22811.00;46339.00;Руководители
16 230;Дзета;33005313;М;24.03.1965;;;01.01.2010;14.63;21.57;21.57;18474.00;41784.00;Рабочие
16 231;Дзета;33005315;М;24.12.1973;;;01.01.2010;14.64;17.46;17.46;16111.00;36739.00;Рабочие
16 232;Дзета;33005316;М;20.11.1979;;;01.01.2010;11.48;13.11;13.11;19691.00;38059.00;Руководители
16 233;Дзета;33005325;М;03.09.1977;;;01.01.2010;11.65;14.55;14.55;34564.00;80458.00;Руководители
16 234;Дзета;33005326;М;10.05.1981;;;10.04.2017;9.18;10.81;10.81;20143.00;34231.00;Специалисты и служащие
16 235;Дзета;33005328;М;28.05.1983;;;01.01.2010;10.66;10.66;10.66;24156.00;53037.00;Специалисты и служащие
16 236;Дзета;33005329;М;28.09.1963;;;01.01.2010;9;9;9;21014.00;46825.00;Специалисты и служащие
16 237;Дзета;33005330;М;07.05.1964;;;01.01.2010;11.69;32.86;32.86;19691.00;55685.00;Руководители
16 238;Дзета;33005331;М;01.05.1960;;;01.01.2010;11.69;25.74;25.74;16111.00;39143.00;Рабочие
16 239;Дзета;33005332;М;09.09.1974;;;01.01.2010;14.64;20.15;20.15;18213.00;43062.00;Специалисты и служащие
16 240;Дзета;33005333;М;13.05.1985;;;01.01.2010;9.5;11.14;11.14;14075.00;33105.00;Рабочие
16 241;Дзета;33005334;М;08.08.1967;;;01.01.2010;11.61;30.41;30.41;26614.00;61463.00;Руководители
16 242;Дзета;33005336;М;26.05.1974;;;01.01.2010;11.63;19.22;19.22;20948.00;46687.00;Специалисты и служащие
16 243;Дзета;33005340;М;11.10.1969;;;01.01.2010;11.61;26.31;26.31;14075.00;33898.00;Рабочие
